iteration,state,occupation,age,gender,name,capacity,time,cures,action
2,injured,other,41,man,Raphael Lamb,10,482,0,skip
2,injured,engineer,69,woman,Chris Corona,10,464,0,save
2,injured,other,11,man,Armando Burnett,10,491,0,save
2,injured,other,72,man,Jerald Rhodes,10,456,0,skip
2,zombie,other,66,woman,Rosa Zuniga,10,439,0,skip
2,corpse,other,48,man,Jason Barrera,10,422,0,squish
2,healthy,other,72,man,Sean Marshall,10,414,0,save
2,zombie,other,15,woman,Gabriella Ross,10,380,0,squish
2,injured,other,24,man,Wendell Flores,10,372,0,skip
2,zombie,other,73,man,Dante Lynch,10,355,0,squish
2,zombie,other,15,man,Alexander Wang,10,347,0,squish
2,zombie,other,13,man,Beckham Marsh,10,339,0,squish
2,corpse,other,16,woman,Tabatha Pacheco,10,328,0,skip
2,injured,doctor,47,man,Luther Aguilar,10,310,0,save
2,injured,engineer,32,woman,Terrie Fitzpatrick,10,276,1,save
2,healthy,other,12,woman,Jessie Gonzales,10,302,0,squish
2,corpse,doctor,59,woman,Clarissa Krueger,10,291,0,skip
2,zombie,other,10,man,Roderick Hinton,10,273,0,squish
2,healthy,other,15,man,Alex Russell,10,265,0,save
2,injured,other,33,man,Dewayne Solis,10,231,0,skip
2,injured,other,43,woman,Destinee Ashley,10,213,0,save
2,healthy,other,16,woman,Jennie Little,10,180,0,save
2,zombie,other,41,woman,Anya Dougherty,10,148,0,scram
2,zombie,doctor,28,man,Blair Oconnell,10,21,0,scram
3,healthy,other,71,man,Bernard Moore,10,716,0,save
3,zombie,other,26,woman,Sienna Silva,10,683,0,squish
3,zombie,other,51,woman,Malia Booker,10,675,0,squish
3,injured,doctor,31,man,Heath Mora,10,668,0,save
3,zombie,doctor,28,woman,Janelle Lane,10,632,1,squish
3,healthy,other,12,woman,Kristina Stanley,10,625,1,save
3,injured,engineer,58,man,Brent Day,10,592,1,save
3,healthy,other,70,woman,Ruby Summers,10,619,0,save
3,zombie,other,16,woman,Mandy Figueroa,10,586,0,squish
3,injured,other,10,woman,Arianna Atkinson,10,578,0,save
3,injured,other,70,man,Ezekiel Villanueva,10,544,0,skip
3,injured,other,37,woman,Jennie Brady,10,526,0,save
3,zombie,other,11,man,Hector Hogan,10,492,0,squish
3,healthy,other,72,man,Adriel Hammond,10,484,0,save
3,zombie,other,80,man,Xander Tucker,10,452,0,squish
3,injured,other,13,man,Kayden Bryan,10,443,0,save
3,zombie,other,77,man,Xander Ali,10,410,0,squish
3,healthy,other,57,woman,Joanna Leach,10,403,0,save
3,zombie,other,67,man,Kelvin Cline,10,370,0,scram
3,healthy,other,29,man,Randall Lowery,10,248,0,save
3,injured,engineer,20,woman,Jodie Frank,10,215,0,save
3,zombie,other,33,woman,Joann Dunn,10,242,0,squish
3,corpse,other,80,man,Rashad Roth,10,235,0,squish
3,corpse,other,61,man,Ken Mayo,10,228,0,squish
3,healthy,other,13,woman,Josie Velasquez,10,221,0,save
3,zombie,other,30,woman,Shawna Peralta,10,188,0,squish
3,injured,engineer,36,woman,Sheryl Nichols,10,181,0,save
3,healthy,other,14,woman,Krista Bonilla,10,208,0,save
3,zombie,other,54,woman,Lynda Coleman,10,175,0,squish
3,healthy,other,18,woman,Misty Cruz,10,168,0,save
3,healthy,engineer,21,woman,Ashley Gibbs,10,132,0,scram
3,injured,other,13,man,Colten Phan,10,10,0,scram
4,zombie,other,52,woman,Paula Quinn,10,707,0,squish
4,injured,other,15,man,Rogelio Barton,10,699,0,save
4,healthy,doctor,48,woman,Stephanie Hunt,10,667,0,save
4,healthy,other,35,man,Terrell Massey,10,635,1,save
4,corpse,engineer,24,woman,Dianne Frost,10,600,1,squish
4,injured,other,62,woman,Sabrina Yen-Ko,10,592,1,save
4,zombie,other,32,woman,Christa Finley,10,559,0,squish
4,healthy,other,78,woman,Kenzie Wilcox,10,552,0,save
4,zombie,doctor,62,man,Travis Becker,10,520,0,squish
4,zombie,other,8,man,Dylan Henson,10,513,0,squish
4,corpse,other,41,woman,Terri Moss,10,506,0,squish
4,healthy,other,30,woman,Julie Esquivel,10,499,0,save
4,zombie,other,56,man,Javon Mccoy,10,465,0,squish
4,injured,other,29,woman,Claire Marsh,10,458,0,save
4,corpse,other,76,woman,Jayden Gardner,10,422,0,squish
4,zombie,other,11,man,Luciano Meza,10,415,0,squish
4,injured,other,64,man,Kolton Peterson,10,408,0,save
4,injured,other,73,woman,Madalyn Hughes,10,376,0,save
4,injured,other,9,man,Vernon Paul,10,344,0,save
4,injured,other,67,man,Tucker Reese,10,312,0,save
4,injured,other,25,man,Keenan Castaneda,10,280,0,save
4,healthy,other,17,woman,Julie Schultz,10,247,0,save
4,healthy,other,31,man,Louis Mullen,10,216,0,save
4,injured,other,47,man,Patrick Johns,10,184,0,save
4,healthy,other,25,man,Blair Gaines,10,150,0,save
4,injured,other,60,man,Scott Conley,10,116,0,scram
5,zombie,doctor,55,woman,Angelique Gross,10,716,0,squish
5,injured,engineer,68,man,Wayne Savage,10,708,0,save
5,injured,other,71,woman,Paisley Gregory,10,718,0,save
5,injured,other,51,man,Maximus Dougherty,10,683,0,skip
5,zombie,other,57,man,Beckett Hart,10,665,0,squish
5,healthy,other,8,woman,Perla Costa,10,658,0,save
5,injured,other,64,man,Nehemiah Hunt,10,624,0,skip
5,zombie,other,58,woman,Kara Solomon,10,607,0,squish
5,corpse,engineer,57,man,Walter Maldonado,10,597,0,squish
5,injured,other,73,woman,Fernanda Holland,10,588,0,save
5,healthy,other,45,man,Layne Kelley,10,555,0,save
5,injured,other,61,woman,Belinda Ross,10,523,0,save
5,healthy,other,12,woman,Daniella Hammond,10,490,0,save
5,healthy,other,12,woman,Marla Glass,10,458,0,save
5,zombie,other,13,man,Melvin Pacheco,10,425,0,squish
5,healthy,other,31,man,Phoenix Ellison,10,418,0,save
5,injured,other,11,woman,Josie Liu,10,384,0,skip
5,injured,other,72,man,Phillip Harris,10,366,0,skip
5,zombie,other,31,man,Jon Higgins,10,348,0,squish
5,corpse,other,66,woman,Tracey Sierra,10,341,0,squish
5,injured,other,23,woman,Audrey Dillon,10,332,0,squish
5,injured,engineer,40,man,Gilbert Watts,10,322,0,save
5,corpse,other,9,man,Elbert Rios,10,348,0,squish
5,healthy,other,10,man,Hector Watson,10,341,0,save
5,healthy,doctor,53,woman,Amira Beltran,10,309,0,save
5,corpse,other,61,woman,Jasmine Wells,10,276,1,squish
5,injured,other,55,man,Zachary Everett,10,268,1,save
5,corpse,other,33,man,Matias Tucker,10,235,0,scram
5,healthy,other,26,man,Roland Leal,10,110,0,scram
