iteration,state,occupation,age,gender,name,capacity,time,cures,action
0,zombie,other,12,woman,Latasha Schroeder,10,716,0,squish
0,injured,other,75,woman,Joanna Ware,10,708,0,squish
0,zombie,other,72,man,Guadalupe Serrano,10,701,0,squish
0,corpse,other,46,woman,Julie Joseph,10,693,0,squish
0,zombie,other,56,woman,Seonyoung Lee,10,686,0,squish
0,healthy,other,62,woman,Jazmin Mayo,10,678,0,save
0,zombie,other,78,woman,Cora Mejia,10,646,0,squish
0,zombie,other,55,woman,Leanne Manning,10,638,0,squish
0,healthy,other,39,woman,Brittany Magana,10,631,0,save
0,injured,other,23,man,Barrett Montoya,10,597,0,squish
0,zombie,other,59,woman,Marie Ashley,10,588,0,squish
0,zombie,other,29,man,Grayson Fuentes,10,581,0,squish
0,injured,other,75,woman,Robyn Welch,10,569,0,skip
0,corpse,other,63,man,Homer Richard,10,551,0,squish
0,injured,other,17,woman,Sheri Klein,10,540,0,skip
0,injured,other,29,man,Ricky Maxwell,10,521,0,squish
0,injured,other,19,woman,Valerie Calderon,10,513,0,skip
0,zombie,engineer,59,man,Myles Kirk,10,495,0,squish
0,healthy,other,21,woman,Angelia Mcclain,10,487,0,save
0,healthy,other,37,man,Sterling Mora,10,456,0,save
0,injured,other,37,man,Willis Schwartz,10,422,0,skip
0,zombie,other,63,man,Gavin Finley,10,405,0,squish
0,injured,other,62,man,Derrick Yang,10,396,0,skip
0,corpse,other,63,woman,Joanne Phillips,10,379,0,skip
0,healthy,other,46,man,Brady Dyer,10,361,0,save
0,injured,other,67,man,Augustus Mcclure,10,327,0,skip
0,zombie,other,38,man,Percy Vu,10,309,0,squish
0,injured,other,29,woman,Adrianna Fernandez,10,300,0,squish
0,healthy,other,47,man,Cash Lopez,10,293,0,save
0,injured,other,8,man,Ariel Boyd,10,260,0,squish
0,injured,other,34,woman,Erin Alexander,10,251,0,skip
0,zombie,other,15,woman,Maritza Jacobson,10,232,0,squish
0,healthy,other,74,woman,Erica Mckay,10,224,0,save
0,corpse,other,61,woman,Colette Stephens,10,192,0,squish
0,corpse,other,57,man,Marlin Calhoun,10,185,0,squish
0,healthy,other,12,woman,Jackie Robles,10,177,0,save
0,zombie,other,12,man,Shaun Montgomery,10,145,0,squish
0,zombie,other,10,woman,Heaven Klein,10,137,0,squish
0,healthy,other,12,man,Marion Hardy,10,128,0,squish
0,zombie,other,68,man,Jamison Leonard,10,121,0,scram
