iteration,state,occupation,age,gender,name,capacity,time,cures,action
0,zombie,other,73,man,Jamison Mendez,10,716,0,squish
0,injured,other,17,woman,Camryn Schroeder,10,708,0,save
0,healthy,other,11,man,Darian Hogan,10,676,0,save
0,injured,engineer,57,woman,Alberta Huffman,10,643,0,save
0,healthy,engineer,49,woman,Nyla Nelson,10,670,0,save
0,injured,other,12,man,Jay Maxwell,10,697,0,save
0,zombie,other,60,man,Cameron Quintana,10,664,0,squish
0,injured,other,63,man,Alfredo Brennan,10,655,0,save
0,corpse,engineer,33,man,Kieran Elliott,10,622,0,squish
0,healthy,other,46,woman,Jennifer Mcclain,10,615,0,save
0,zombie,other,17,man,Arlo Day,10,582,0,squish
0,injured,other,50,woman,Gloria Tang,10,571,0,scram
0,healthy,other,35,woman,Kristen Steele,10,449,0,save
0,healthy,other,68,woman,Cassidy Huff,10,417,0,save
0,zombie,doctor,64,man,Keegan Bauer,10,384,0,squish
0,healthy,engineer,59,man,Gilbert Woods,10,377,0,save
0,corpse,doctor,59,man,Kaden Sanders,10,405,0,squish
0,zombie,other,17,man,Larry Jarvis,10,398,0,squish
0,healthy,other,13,man,Lucas Helms,10,389,0,save
0,injured,other,48,man,Marshall Spence,10,357,0,save
0,healthy,other,43,woman,Vickie Dodson,10,325,0,save
0,healthy,other,17,woman,Marisol Rosales,10,293,0,save
0,injured,engineer,29,woman,Rose Richardson,10,260,0,save
0,zombie,doctor,50,man,Sidney Mcfarland,10,288,0,squish
0,zombie,other,54,man,Rocky Cooper,10,281,0,squish
0,zombie,other,9,woman,Lorena Ali,10,274,0,squish
0,healthy,other,15,woman,Marissa Boyer,10,267,0,save
0,zombie,engineer,30,woman,Bethany Peralta,10,234,0,squish
0,injured,other,49,woman,Cierra Wood,10,227,0,save
0,zombie,other,67,woman,Susie Torres,10,195,0,scram
0,zombie,other,68,woman,Luz Logan,10,68,0,scram
