iteration,state,occupation,age,gender,name,capacity,time,cures,action
14,zombie,doctor,50,woman,Rose Lam,10,205,0,squish
14,zombie,other,64,man,Noel Harding,10,200,0,squish
14,corpse,other,57,woman,Edith Bush,10,195,0,squish
14,healthy,other,76,woman,Rebecca Guevara,10,190,0,save
14,healthy,engineer,60,woman,Mayra Mcpherson,10,160,0,save
14,zombie,other,59,man,Gerald Cline,10,190,0,squish
14,healthy,other,70,woman,Willie Garza,10,185,0,save
14,zombie,engineer,68,man,Kai Gilbert,10,155,0,squish
14,injured,other,34,woman,Susan Prince,10,150,0,scram
14,injured,engineer,25,woman,Elise Stevens,10,30,0,scram
15,corpse,engineer,60,man,Houston Gallegos,10,720,0,squish
15,injured,other,76,man,Jerald Weber,10,715,0,save
15,healthy,engineer,68,woman,Alice Pearson,10,685,0,save
15,corpse,other,26,woman,Amelia Mcfarland,10,715,0,squish
15,injured,other,13,woman,Erica Compton,10,710,0,save
15,zombie,doctor,55,man,Clay Lang,10,680,0,squish
15,zombie,other,77,woman,Renee Martin,10,675,0,squish
15,healthy,other,14,woman,Johnnie Proctor,10,670,0,save
15,zombie,other,79,woman,Abigail Daugherty,10,640,0,squish
15,zombie,other,40,man,Keaton Bravo,10,635,0,squish
15,healthy,other,19,man,Kirby Stephenson,10,630,0,save
15,injured,other,24,woman,Alina Saunders,10,600,0,skip
15,corpse,other,71,woman,Susana Avalos,10,585,0,squish
15,healthy,engineer,62,woman,Kelly Oliver,10,580,0,save
15,zombie,other,9,woman,Kassidy Lin,10,610,0,squish
15,zombie,engineer,26,man,Cruz Bond,10,605,0,squish
15,injured,other,16,man,Dorian Hood,10,600,0,skip
15,zombie,engineer,57,woman,Melissa Beltran,10,585,0,squish
15,zombie,other,55,man,Wayne Buchanan,10,580,0,squish
15,corpse,other,25,woman,Monica Snyder,10,575,0,squish
15,corpse,engineer,64,man,Colten Schneider,10,570,0,squish
15,healthy,other,29,woman,Mackenzie Grant,10,565,0,save
15,healthy,other,17,woman,Marisol Travis,10,535,0,save
15,injured,doctor,46,man,Nash Wells,10,505,0,scram
15,healthy,other,43,woman,Rose Brandt,10,385,0,save
15,healthy,engineer,65,man,Salvador Lopez,10,355,0,save
15,injured,other,23,woman,Ashley Bates,10,385,0,save
15,healthy,other,69,woman,Maci Bullock,10,355,0,save
15,injured,engineer,56,man,Christopher Parsons,10,325,0,save
15,zombie,other,25,woman,Jada Hubbard,10,355,0,squish
15,healthy,other,8,man,Alec Pugh,10,350,0,save
15,injured,engineer,34,man,Reuben Gregory,10,320,0,save
15,zombie,other,47,man,Holden Gonzalez,10,350,0,scram
15,zombie,doctor,64,man,Perry Medina,10,230,0,squish
15,zombie,engineer,58,man,Adam Jordan,10,225,0,squish
15,injured,other,58,woman,Brenna Jacobs,10,220,0,save
15,injured,doctor,53,woman,Aria Oneill,10,190,0,save
15,injured,other,22,woman,Alexandria Wang,10,160,1,save
15,injured,other,31,man,Paul Moss,10,130,0,scram
15,zombie,other,13,man,Terry Middleton,10,10,0,scram
