iteration,state,occupation,age,gender,name,capacity,time,cures,action
0,healthy,other,25,man,Hector Mercado,10,720,0,save
0,corpse,engineer,69,woman,Juliana Hanson,10,690,0,squish
0,zombie,other,78,man,Keenan Torres,10,685,0,squish
0,healthy,other,26,woman,Wanda Rivas,10,680,0,save
0,corpse,other,11,woman,Joyce Rios,10,650,0,squish
0,corpse,other,39,man,Jimmy Pope,10,645,0,squish
0,healthy,other,8,man,Lamar Fernandez,10,640,0,save
0,injured,other,8,man,Brooks Tanner,10,610,0,squish
0,healthy,doctor,47,woman,Christian Lester,10,605,0,save
0,zombie,other,15,woman,Colleen Meyers,10,575,1,squish
0,injured,other,22,woman,Regina Davidson,10,570,1,save
0,zombie,doctor,32,man,Kash Fletcher,10,540,0,save
0,corpse,other,31,man,Freddy Stevenson,10,510,0,squish
0,healthy,other,69,woman,Cynthia Le,10,505,0,save
0,injured,other,9,man,Craig Ward,10,475,0,save
0,healthy,other,8,man,Kaleb Harmon,10,445,0,save
0,corpse,other,15,man,Lorenzo Pena,10,415,0,squish
0,corpse,other,60,woman,Lucille Wiley,10,410,0,squish
0,injured,other,33,man,Zachary Lin,10,405,0,squish
0,healthy,other,66,man,Graham Hunter,10,400,0,save
0,zombie,other,57,man,Dwayne Dalton,10,370,0,squish
0,zombie,other,8,man,Gene Stout,10,365,0,squish
0,zombie,other,54,man,Jasper Rosales,10,360,0,squish
0,healthy,other,20,woman,Jada Jennings,10,355,0,save
0,zombie,other,76,man,Floyd Carter,10,325,0,squish
0,injured,other,13,woman,Natalie Burgess,10,320,0,squish
0,injured,other,68,woman,Velma Floyd,10,315,0,save
0,zombie,other,22,woman,Brandy Nicholson,10,285,0,squish
0,healthy,engineer,57,man,Louis Mcmillan,10,280,0,save
0,corpse,other,18,man,Kendrick Parks,10,310,0,squish
0,zombie,other,24,woman,Lucinda Gibbs,10,305,0,squish
0,healthy,engineer,46,woman,Shelly Mcclure,10,300,0,save
0,zombie,other,47,woman,Gretchen Erickson,10,330,0,squish
0,healthy,other,79,woman,Daniela Pham,10,325,0,save
0,zombie,other,33,woman,Katie Mathis,10,295,0,squish
0,zombie,engineer,64,man,Hank Lozano,10,290,0,squish
0,corpse,other,74,woman,Jenny Watson,10,285,0,squish
0,healthy,other,75,man,Dominique Perkins,10,280,0,save
0,zombie,engineer,59,man,Gilberto Hickman,10,250,0,squish
0,corpse,other,10,man,Andres Cochran,10,245,0,squish
0,zombie,doctor,27,man,Brenton Owens,10,240,0,squish
0,injured,other,13,woman,Alondra Solis,10,235,0,squish
0,injured,other,66,man,Brandon Reese,10,230,0,save
0,injured,other,26,man,Johnnie Lambert,10,200,0,scram
0,zombie,other,34,woman,Tonia Vaughn,10,80,0,scram
