iteration,state,occupation,age,gender,name,capacity,time,cures,action
1,injured,other,62,woman,Lucy Stephenson,10,455,0,scram
1,zombie,engineer,70,woman,Kassandra Caldwell,10,335,0,squish
1,healthy,engineer,59,man,Tim Bates,10,330,0,save
1,zombie,other,10,woman,Lacey Marsh,10,360,0,squish
1,zombie,other,17,woman,Sheena Stephenson,10,355,0,squish
1,injured,other,9,woman,Chasity Ayers,10,350,0,save
1,injured,other,76,man,Josiah Frederick,10,320,0,save
1,zombie,other,73,woman,Alison Wilkinson,10,290,0,squish
1,zombie,other,9,man,Beckett Gilmore,10,285,0,squish
1,healthy,other,16,woman,Sage Murillo,10,280,0,save
1,corpse,doctor,35,man,Jude Gentry,10,250,0,squish
1,zombie,doctor,61,man,Warren Williamson,10,245,0,squish
1,healthy,other,71,man,Bennett Leal,10,240,0,save
1,injured,other,14,woman,Sonia Delacruz,10,210,0,save
1,zombie,other,78,man,Jonathon Richardson,10,180,0,squish
1,corpse,other,42,woman,Paola Terrell,10,175,0,squish
1,injured,other,8,woman,Willie Hensley,10,170,0,skip
1,injured,other,33,woman,Kathy Lewis,10,155,0,skip
1,injured,other,43,woman,Elaine Chapman,10,140,0,skip
1,injured,other,66,woman,Randi Rice,10,125,0,scram
1,injured,engineer,40,woman,Margaret Ruiz,10,5,0,scram
2,injured,other,8,man,Esteban Moyer,10,720,0,save
2,injured,other,22,woman,Sandra Calhoun,10,690,0,save
2,zombie,other,30,woman,Sloane Peralta,10,660,0,squish
2,healthy,doctor,52,woman,Monica Ventura,10,655,0,save
2,zombie,other,57,man,Seth Clay,10,625,1,squish
2,healthy,other,80,woman,Brenna Roberson,10,620,1,save
2,healthy,engineer,69,woman,Rosa Cordova,10,590,1,save
2,injured,doctor,62,woman,Maggie Howe,10,620,1,save
2,injured,other,75,woman,Kelley Hickman,10,590,1,save
2,injured,doctor,26,man,Frankie Flynn,10,560,0,save
2,healthy,engineer,69,woman,Annika Durham,10,530,0,save
2,zombie,other,75,woman,Wanda Turner,10,560,0,squish
2,zombie,other,15,woman,Anita Glenn,10,555,0,squish
2,zombie,other,66,woman,Donna Stewart,10,550,0,squish
2,healthy,other,8,woman,Camilla Fisher,10,545,0,save
2,injured,other,35,woman,Adalyn Fischer,10,515,0,skip
2,healthy,doctor,61,man,Sammy Campbell,10,500,0,save
2,injured,other,76,man,Elvin Herrera,10,470,1,save
2,healthy,other,13,man,Caden Wallace,10,440,0,save
2,zombie,other,11,woman,Heaven Martinez,10,410,0,squish
2,zombie,engineer,58,woman,Lillian Fleming,10,405,0,squish
2,injured,other,37,man,Kameron Higgins,10,400,0,skip
2,zombie,other,21,woman,Fatima Anthony,10,385,0,squish
2,healthy,other,64,man,Ronnie Olson,10,380,0,save
2,injured,other,38,man,Armani Hobbs,10,350,0,save
2,zombie,other,38,man,Leonard Miller,10,320,0,squish
2,zombie,other,13,man,Gianni Travis,10,315,0,squish
2,zombie,other,18,man,Mateo Sawyer,10,310,0,squish
2,healthy,other,73,man,Alexander Wang,10,305,0,save
2,zombie,doctor,38,man,Jimmy Steele,10,275,0,squish
2,healthy,other,61,man,Brady Hansen,10,270,0,save
2,corpse,engineer,66,woman,Cecilia Barron,10,240,0,squish
2,injured,doctor,34,woman,Ingrid Short,10,235,0,squish
2,healthy,other,21,man,Rafael Decker,10,230,0,save
2,healthy,other,70,woman,Courtney Clements,10,200,0,scram
2,injured,other,27,man,Mathew Peters,10,80,0,scram
