iteration,state,occupation,age,gender,name,capacity,time,cures,action
14,healthy,doctor,63,man,Pat Dodson,10,296,0,save
14,injured,other,21,woman,Heidi Watts,10,265,1,save
14,healthy,other,67,woman,Mckenna Jacobson,10,233,0,save
14,zombie,other,37,man,Boyd Mcdaniel,10,202,0,squish
14,zombie,other,79,man,Adonis Swanson,10,195,0,squish
14,healthy,other,76,man,Tobias Simon,10,189,0,save
14,injured,other,40,woman,Margo Gonzalez,10,157,0,skip
14,injured,doctor,64,woman,Harmony Davis,10,138,0,scram
14,injured,other,39,woman,Cadence Mathis,10,18,0,scram
15,zombie,other,41,man,Bruno Hayes,10,717,0,squish
15,corpse,other,19,woman,Courtney Martinez,10,710,0,squish
15,healthy,doctor,45,woman,Maria Gonzales,10,704,0,save
15,zombie,other,11,man,Davion Benitez,10,672,1,squish
15,zombie,doctor,29,man,Stacey Tate,10,665,1,squish
15,injured,engineer,68,man,Micah Stafford,10,659,1,save
15,zombie,other,69,woman,Alexandra Mosley,10,687,0,squish
15,zombie,other,58,man,Logan Soto,10,681,0,squish
15,corpse,other,50,woman,Harper Logan,10,674,0,squish
15,injured,other,40,man,Raiden Whitaker,10,666,0,save
15,injured,other,8,woman,Lori Baldwin,10,633,0,save
15,healthy,other,11,man,Dion Weber,10,602,0,save
15,zombie,other,66,woman,Lauren White,10,570,0,squish
15,healthy,other,10,man,Donte Mayo,10,563,0,save
15,zombie,other,15,man,Terrence Roach,10,532,0,squish
15,healthy,other,74,man,Clark Glover,10,525,0,save
15,healthy,other,59,woman,Justine Pace,10,493,0,save
15,zombie,other,23,man,Laurence Hebert,10,462,0,squish
15,injured,other,31,woman,Beth Haynes,10,454,0,skip
15,corpse,other,13,man,Caleb Sawyer,10,437,0,squish
15,zombie,other,56,man,Lionel Marin,10,428,0,squish
15,injured,other,50,man,Mason Roman,10,421,0,skip
15,injured,other,9,woman,Melina Graham,10,403,0,skip
15,healthy,other,12,woman,Dora Gray,10,386,0,save
15,corpse,other,71,man,Antonio Best,10,354,0,squish
15,healthy,other,14,woman,Dolores Navarro,10,347,0,save
15,healthy,other,10,man,Lorenzo Rivers,10,315,0,save
15,corpse,other,31,woman,Kathryn Norris,10,283,0,scram
15,healthy,other,71,woman,Ciara Pratt,10,161,0,save
15,healthy,other,29,woman,Louise Lu,10,128,0,scram
15,injured,other,47,woman,Aria Sherman,10,7,0,scram
