iteration,state,occupation,age,gender,name,capacity,time,cures,action
13,corpse,doctor,65,woman,Bobbie Nguyen,10,235,0,squish
13,zombie,other,15,woman,Kristina Walker,10,230,0,squish
13,injured,other,17,woman,Ayla Bartlett,10,225,0,skip
13,healthy,other,60,man,Ezekiel Bishop,10,210,0,save
13,healthy,other,60,man,Bradley Valencia,10,180,0,save
13,zombie,other,69,man,Royal Lambert,10,150,0,squish
13,injured,other,9,woman,Crystal Curtis,10,145,0,scram
13,healthy,other,12,man,Stevie Byrd,10,25,0,scram
14,healthy,engineer,68,woman,Elyse Hudson,10,720,0,save
14,injured,other,55,woman,Tanya Ibarra,10,720,0,save
14,corpse,engineer,63,woman,Jamie Nielsen,10,690,0,squish
14,healthy,other,37,woman,London Glover,10,685,0,save
14,injured,engineer,64,woman,Diamond Hanson,10,655,0,save
14,zombie,doctor,56,woman,Joanne Alvarado,10,685,0,squish
14,injured,other,30,man,Ronny Castro,10,680,0,skip
14,healthy,other,15,man,Vernon Gillespie,10,665,0,save
14,healthy,other,66,man,Rowan Burke,10,635,0,save
14,healthy,other,78,woman,Cecilia Mccullough,10,605,0,save
14,healthy,other,65,woman,Taylor Gregory,10,575,0,save
14,injured,other,40,man,Casey Kane,10,545,0,skip
14,corpse,doctor,56,man,Derrick Wallace,10,530,0,squish
14,zombie,doctor,37,woman,Sandra Le,10,525,0,squish
14,healthy,other,12,woman,Cassandra Briggs,10,520,0,save
14,injured,other,58,man,John Chan,10,490,0,skip
14,healthy,other,9,man,Mauricio Shannon,10,475,0,save
14,injured,engineer,66,man,Fred Spence,10,445,0,skip
14,injured,other,8,woman,Mallory Zhang,10,430,0,skip
14,injured,other,8,woman,Teagan Santana,10,415,0,skip
14,injured,other,10,woman,Charlee Koch,10,400,0,skip
14,injured,other,45,woman,Emily Oconnor,10,385,0,skip
14,corpse,other,37,man,Geoffrey Martin,10,370,0,squish
14,zombie,other,31,woman,Sonya Oneill,10,365,0,squish
14,injured,other,80,man,Yahir Gallagher,10,360,0,skip
14,healthy,other,8,woman,Alanna Henry,10,345,0,save
14,zombie,other,71,woman,Heaven Adams,10,315,0,scram
14,injured,other,10,woman,Pauline Chang,10,195,0,save
14,injured,other,22,woman,Janet Delgado,10,165,0,save
14,zombie,other,52,man,Hubert Mccoy,10,135,0,scram
14,corpse,other,24,woman,Riley Wall,10,15,0,scram
